,cation_exchange_capacity,crop_name,humidity,nitrogen,phosphorus,potassium,rainfall,soil_moisture,soil_ph,temperature,test
269,28,chickpea,15.84572566,34.0,76.0,80.0,65.23811143,5.5,7.985417393,20.65691793,test 1
270,31,chickpea,14.2804191,42.0,74.0,83.0,65.78042032,5.5,7.545258424,19.2582557,test 1
271,32,chickpea,15.85622899,34.0,71.0,79.0,74.63872762,5.0,7.728998197,17.927806,test 1
272,33,chickpea,15.83500655,27.0,73.0,79.0,82.69766829,5.5,7.354973451,19.16288268,test 1
273,36,chickpea,19.96978871,30.0,70.0,79.0,69.64449182,5.5,7.313122235,20.26942271,test 1
274,39,chickpea,18.25142068,57.0,57.0,75.0,87.27444866,6.5,7.785039076,17.09104223,test 1
275,7,chickpea,17.54024066,27.0,79.0,82.0,70.87150577,5.0,6.307004923,17.06579293,test 1
276,6,chickpea,14.44008871,32.0,71.0,85.0,92.06630306,4.0,6.403982316,20.62767492,test 1
277,44,chickpea,17.85057083,31.0,76.0,82.0,79.20509212,5.5,7.599279991,20.8248451,test 1
278,42,chickpea,18.72831993,33.0,75.0,84.0,68.81405149,5.5,7.217018459,19.46210401,test 1
279,43,chickpea,16.42891834,47.0,80.0,77.0,72.85017344,6.5,7.561108006,17.18248372,test 1
280,44,chickpea,16.39055394,54.0,62.0,80.0,79.45758333,4.0,7.489545074,17.48911699,test 1
281,42,chickpea,14.76014523,47.0,79.0,78.0,65.11365631,6.0,6.609696734,17.48395377,test 1
282,33,chickpea,17.44534641,35.0,57.0,83.0,80.4986291,5.0,7.476800943,19.48316794,test 1
283,32,chickpea,18.09665739,53.0,73.0,77.0,73.64476535,5.5,7.325451279,19.71359733,test 1
284,35,chickpea,16.06240074,45.0,61.0,78.0,81.5284269,5.5,6.489389282,19.48649305,test 1
285,31,chickpea,14.82633099,37.0,78.0,79.0,88.6810311,5.5,7.786366322,19.95264829,test 1
286,30,chickpea,16.80472243,30.0,75.0,81.0,68.4951189,5.5,6.408437886,19.41789736,test 1
287,25,chickpea,18.02235902,37.0,55.0,82.0,78.44910564,5.5,8.423873703,19.45591848,test 1
288,27,chickpea,16.41998269,53.0,65.0,76.0,77.33795356,5.5,8.719960893,20.19137759,test 1
289,28,chickpea,14.74071856,22.0,60.0,85.0,94.78189594,5.5,7.811997977,18.8392908,test 1
290,31,chickpea,19.83643308,60.0,61.0,78.0,94.03659867,5.5,6.317153205,20.71219282,test 1
291,32,chickpea,15.9362937,42.0,67.0,77.0,78.69707199,5.5,7.114405288,18.99424448,test 1
292,33,chickpea,15.57324389,39.0,76.0,76.0,69.15759062,5.5,8.135900726,19.96837462,test 1
293,36,chickpea,17.60756635,35.0,63.0,76.0,90.82097601,5.0,7.714153038,17.81564548,test 1
294,39,chickpea,15.27824066,30.0,65.0,82.0,76.77888672,5.5,7.103798069,20.71424384,test 1
295,7,chickpea,18.75626255,57.0,56.0,78.0,67.9545435,5.5,8.861479668,17.34150229,test 1
296,6,chickpea,14.33847406,48.0,65.0,78.0,73.0926704,6.5,7.861128148,17.43732714,test 1
297,44,chickpea,19.76182946,36.0,56.0,83.0,69.09512477,5.0,7.4526709,18.89780215,test 1
298,42,chickpea,14.77959596,40.0,58.0,75.0,89.60982451,4.0,7.168096055,18.59190771,test 1
299,43,chickpea,15.36143547,49.0,69.0,82.0,81.78710463,5.5,7.26311855,18.31561493,test 1
300,44,kidneybeans,20.59541693,13.0,60.0,25.0,128.256862,5.5,5.68597166,17.13692774,test 1
301,42,kidneybeans,18.90705639,25.0,70.0,16.0,106.3598183,6.5,5.759237003,19.63474332,test 1
302,33,kidneybeans,21.33953114,31.0,55.0,22.0,109.225556,4.0,5.873171894,22.91350245,test 1
303,32,kidneybeans,24.24045875,40.0,64.0,16.0,140.3717815,6.0,5.926676985,16.43340342,test 1
304,35,kidneybeans,23.02251117,2.0,61.0,20.0,76.64128258,5.0,5.95561668,22.13974653,test 1
305,31,kidneybeans,18.77621951,26.0,65.0,22.0,143.0984171,5.5,5.949949081,17.84806561,test 1
306,30,kidneybeans,20.31564139,17.0,57.0,21.0,60.91974792,5.5,5.789214289,19.88394011,test 1
307,25,kidneybeans,23.3334788,26.0,80.0,18.0,104.7783947,5.5,5.581021521,19.32509638,test 1
308,27,kidneybeans,23.42829938,17.0,59.0,17.0,132.9801054,5.5,5.689858133,18.4167001,test 1
309,28,kidneybeans,23.20591245,27.0,59.0,22.0,130.0608093,5.5,5.794158504,21.81167649,test 1
310,31,kidneybeans,18.28173015,28.0,58.0,24.0,143.7630894,5.5,5.748190463,19.72702528,test 1
311,32,kidneybeans,19.87070659,25.0,57.0,19.0,87.99669731,5.5,5.566522896,17.15432954,test 1
312,33,kidneybeans,18.67170854,28.0,80.0,17.0,144.1567454,5.5,5.809419584,19.62207826,test 1
313,36,kidneybeans,21.17919701,25.0,60.0,22.0,134.3649948,5.5,5.887263027,21.63149148,test 1
314,39,kidneybeans,18.72479695,12.0,78.0,23.0,88.06638775,5.5,5.99812453,16.06522754,test 1
315,7,kidneybeans,24.36314135,6.0,77.0,25.0,69.63833855,5.0,5.792744849,20.61162204,test 1
316,6,kidneybeans,20.39659714,22.0,79.0,17.0,116.5206923,5.5,5.912289889,21.42451099,test 1
317,44,kidneybeans,21.21092266,27.0,80.0,15.0,86.21917578,5.5,5.788386951,19.07096165,test 1
318,42,kidneybeans,19.63438599,10.0,55.0,23.0,137.1948633,6.5,5.728233081,21.18853178,test 1
319,43,kidneybeans,22.42610972,23.0,65.0,20.0,108.3684316,5.0,5.833940084,23.0429097,test 1
320,44,kidneybeans,23.10538637,19.0,78.0,16.0,67.71768947,4.0,5.967533236,20.65375833,test 1
321,42,kidneybeans,18.29318436,19.0,65.0,25.0,144.7902323,5.5,5.625096446,18.09551014,test 1
322,33,kidneybeans,21.07643273,22.0,70.0,19.0,69.44951585,5.5,5.515615023,18.23775702,test 1
323,32,kidneybeans,18.8251973,37.0,64.0,22.0,121.9401369,6.5,5.954665349,17.48189735,test 1
324,35,kidneybeans,21.47324158,11.0,71.0,17.0,82.68554379,4.0,5.74644777,19.9191786,test 1
325,31,kidneybeans,23.2353604,18.0,79.0,20.0,139.7521543,6.0,5.877347515,20.27514686,test 1
326,30,kidneybeans,19.2303162,21.0,63.0,17.0,108.3441414,5.0,5.979973965,15.77370214,test 1
327,25,kidneybeans,19.17651433,24.0,80.0,22.0,96.77285817,5.5,5.635993966,16.71170642,test 1
328,27,kidneybeans,18.15302753,34.0,60.0,22.0,100.6711761,5.5,5.635231778,17.66148158,test 1
329,28,kidneybeans,23.61670065,16.0,75.0,21.0,87.0513289,5.5,5.679224346,18.50692825,test 1
330,31,kidneybeans,20.81527638,17.0,77.0,23.0,64.19497947,5.5,5.670062975,24.51324787,test 1
331,32,kidneybeans,24.54038287,37.0,72.0,18.0,105.4120514,5.5,5.724242065,18.87614998,test 1
332,33,kidneybeans,20.31871249,40.0,73.0,20.0,61.13872036,5.5,5.811314232,21.59343016,test 1
333,36,kidneybeans,24.45202552,9.0,77.0,17.0,106.158201,5.5,5.783425416,20.12373284,test 1
334,39,kidneybeans,18.37477907,1.0,62.0,23.0,139.0302034,5.5,5.607808432,15.43546065,test 1
335,7,kidneybeans,21.59396123,33.0,59.0,22.0,122.3886015,5.5,5.946999529,22.64236876,test 1
336,6,kidneybeans,24.87304788,23.0,59.0,19.0,129.5650601,5.5,5.852046999,21.98560799,test 1
337,44,kidneybeans,18.09224048,6.0,62.0,22.0,120.4509288,5.0,5.824090984,20.53052663,test 1
338,42,kidneybeans,21.14544088,25.0,63.0,20.0,95.17028129,5.5,5.502999119,15.78601387,test 1
339,43,kidneybeans,19.68751084,7.0,79.0,23.0,96.65888933,5.5,5.821649914,19.6365349,test 1
340,44,kidneybeans,19.7520218,8.0,72.0,17.0,87.87869161,6.5,5.711439256,20.57341244,test 1
341,42,kidneybeans,24.84207559,27.0,64.0,15.0,138.2362122,5.0,5.514927264,20.16080524,test 1
342,33,kidneybeans,24.25386207,28.0,66.0,23.0,120.6913038,4.0,5.99616119,21.53989176,test 1
343,32,kidneybeans,23.75560241,32.0,57.0,18.0,107.3850593,5.5,5.695422863,15.53834801,test 1
344,35,kidneybeans,20.70099804,27.0,56.0,22.0,108.6434544,5.5,5.833010958,19.91853092,test 1
345,31,kidneybeans,18.93146941,17.0,77.0,24.0,109.0193712,6.5,5.568456899,20.76952209,test 1
346,30,kidneybeans,23.22197648,0.0,65.0,15.0,95.84253438,4.0,5.645435626,23.46168338,test 1
347,25,kidneybeans,21.0278674,13.0,72.0,21.0,60.27552528,6.0,5.821194486,24.32116642,test 1
348,27,kidneybeans,24.96969858,34.0,60.0,23.0,100.0497183,5.0,5.659254981,20.12574053,test 1
349,28,kidneybeans,18.57086554,9.0,80.0,19.0,125.0972687,5.5,5.945465949,21.80619564,test 1
350,31,kidneybeans,24.92607153,11.0,72.0,20.0,113.334026,5.5,5.951177452,19.52226241,test 1
351,32,kidneybeans,19.90790546,3.0,67.0,24.0,103.2926407,5.5,5.520880014,17.00067625,test 1
352,33,kidneybeans,24.96881755,35.0,69.0,23.0,75.45328039,5.5,5.578410206,16.78791503,test 1
353,36,kidneybeans,22.89464642,3.0,77.0,25.0,62.21292186,5.5,5.608165195,24.84906168,test 1
354,39,kidneybeans,20.4555596,23.0,62.0,19.0,98.77794225,5.5,5.609435128,16.51783455,test 1
355,7,kidneybeans,19.38602098,22.0,71.0,17.0,107.6907964,5.5,5.509295379,18.15300153,test 1
356,6,kidneybeans,22.3104551,31.0,79.0,25.0,63.38208822,5.5,5.902033406,23.18864385,test 1
357,44,kidneybeans,21.98879437,34.0,59.0,18.0,87.66898664,5.5,5.744117663,23.38002569,test 1
358,42,kidneybeans,19.37703396,12.0,63.0,17.0,138.414764,5.5,5.717143397,18.358923,test 1
359,43,kidneybeans,20.51346956,27.0,56.0,20.0,94.9533526,5.0,5.542690119,19.25975367,test 1
360,44,kidneybeans,24.03553105,7.0,63.0,24.0,107.7315386,5.5,5.858617867,22.95458237,test 1
361,42,kidneybeans,22.89845607,24.0,67.0,22.0,104.6252153,5.5,5.618844277,20.120043,test 1
362,33,kidneybeans,22.7182355,11.0,71.0,24.0,141.6056722,6.5,5.606620346,21.14011423,test 1
363,32,kidneybeans,18.22590825,37.0,74.0,15.0,62.7089169,5.0,5.582178402,24.92360104,test 1
364,35,kidneybeans,24.91506728,25.0,76.0,24.0,135.3315583,4.0,5.56503533,15.33042636,test 1
365,31,kidneybeans,21.27833035,34.0,66.0,17.0,125.084915,5.5,5.889614577,18.81097271,test 1
366,30,kidneybeans,22.77255917,20.0,69.0,15.0,107.4137246,5.5,5.934136378,23.44260668,test 1
367,25,kidneybeans,18.97267518,37.0,65.0,16.0,63.59276673,6.5,5.683548308,22.8352024,test 1
368,27,kidneybeans,22.27512704,18.0,74.0,15.0,146.4727237,4.0,5.70836603,24.9035819,test 1
369,28,kidneybeans,24.35679348,4.0,67.0,25.0,119.6404412,6.0,5.948164454,23.78709569,test 1
370,31,kidneybeans,19.60379304,37.0,56.0,25.0,126.7265372,5.0,5.774755144,22.05592283,test 1
371,32,kidneybeans,20.18238348,5.0,59.0,15.0,134.1811718,5.5,5.97229163,18.87492997,test 1
372,33,kidneybeans,23.02410338,11.0,61.0,21.0,135.3378033,5.5,5.532100554,18.62328774,test 1
373,36,kidneybeans,18.86880997,22.0,80.0,20.0,100.118612,5.5,5.669560726,23.00884744,test 1
374,39,kidneybeans,24.13995025,12.0,61.0,19.0,68.51253427,5.5,5.655726817,19.33162606,test 1
375,7,kidneybeans,21.35793891,5.0,74.0,21.0,66.97053257,5.5,5.591704014,16.24469193,test 1
376,6,kidneybeans,24.90814655,27.0,69.0,22.0,69.14681022,5.5,5.932323085,17.91652287,test 1
377,44,kidneybeans,21.43780702,31.0,75.0,18.0,88.88796102,5.5,5.824208309,15.46789263,test 1
378,42,kidneybeans,23.77201471,36.0,68.0,20.0,81.83420522,5.5,5.86442953,17.06104474,test 1
379,43,kidneybeans,18.48522915,5.0,65.0,16.0,109.1013261,5.5,5.866744372,21.32776028,test 1
380,44,kidneybeans,20.74619325,32.0,79.0,15.0,81.60211243,5.5,5.706198621,23.90910104,test 1
381,42,kidneybeans,22.74378977,11.0,78.0,22.0,112.6616435,5.0,5.940546818,23.89756791,test 1
382,33,kidneybeans,20.57940608,0.0,55.0,22.0,143.8584938,5.5,5.916779289,22.98666928,test 1
383,32,kidneybeans,22.91244883,14.0,59.0,15.0,146.4548645,5.5,5.779090476,21.35135729,test 1
384,35,kidneybeans,19.27907819,29.0,68.0,23.0,116.7324324,6.5,5.82738029,24.1638445,test 1
385,31,kidneybeans,18.18325169,32.0,68.0,19.0,149.7441028,5.0,5.514234138,24.62835037,test 1
386,30,kidneybeans,24.93896255,17.0,64.0,17.0,124.6118471,4.0,5.662699104,21.02213209,test 1
387,25,kidneybeans,20.01730914,13.0,69.0,19.0,115.199245,5.5,5.86390397,17.30844532,test 1
388,27,kidneybeans,24.75485098,14.0,67.0,22.0,84.64143632,5.5,5.624690248,23.82576704,test 1
389,28,kidneybeans,23.96362799,9.0,69.0,20.0,129.3449326,6.5,5.591560999,19.30607278,test 1
390,31,kidneybeans,22.33195853,20.0,73.0,22.0,130.3900798,4.0,5.976312538,16.03768615,test 1
391,32,kidneybeans,20.83398341,40.0,78.0,20.0,80.15293435,6.0,5.669236258,19.18572809,test 1
392,33,kidneybeans,21.79992115,27.0,72.0,23.0,64.02640797,5.0,5.961934481,19.92889503,test 1
393,36,kidneybeans,24.67385131,14.0,67.0,15.0,139.2921004,5.5,5.690065688,19.56376468,test 1
394,39,kidneybeans,24.32991649,7.0,56.0,18.0,76.14153904,5.5,5.698371311,18.31357543,test 1
395,7,kidneybeans,23.22323766,27.0,65.0,18.0,73.36386477,5.5,5.59503163,20.10993761,test 1
396,6,kidneybeans,21.90539577,30.0,63.0,16.0,100.5978728,5.5,5.525904526,23.60506572,test 1
397,44,kidneybeans,24.89487354,37.0,70.0,25.0,84.06354115,5.5,5.819403771,19.73136909,test 1
398,42,kidneybeans,21.1893007,27.0,63.0,19.0,133.1914419,5.5,5.562201934,20.93409877,test 1
399,43,kidneybeans,20.24768314,22.0,60.0,24.0,104.2570723,5.5,5.630664753,18.78226261,test 1
400,44,pigeonpeas,57.92887167,3.0,72.0,24.0,122.6539694,5.5,6.03160778,36.51268371,test 1
401,42,pigeonpeas,62.73178224,40.0,59.0,23.0,163.7266551,5.5,5.269084669,36.89163721,test 1
402,33,pigeonpeas,59.38967583,33.0,73.0,23.0,103.3301803,5.5,5.985792703,29.23540524,test 1
403,32,pigeonpeas,43.35795962,27.0,57.0,24.0,142.3303677,5.0,6.09186275,27.33534897,test 1
404,35,pigeonpeas,55.46985938,10.0,79.0,18.0,184.6226709,5.5,5.624731338,21.0643684,test 1
405,31,pigeonpeas,42.35249879,30.0,75.0,25.0,149.299952,5.5,6.446091759,30.33276599,test 1
406,30,pigeonpeas,45.03186173,40.0,70.0,20.0,147.0361442,6.5,5.623490043,31.80130272,test 1
407,25,pigeonpeas,38.23184742,38.0,55.0,19.0,198.8298806,5.0,5.864623352,33.18184225,test 1
408,27,pigeonpeas,63.47742011,35.0,58.0,20.0,90.05422663,4.0,5.761702519,29.38538562,test 1
409,28,pigeonpeas,67.38680755,38.0,61.0,21.0,127.7767134,5.5,4.696518678,30.27374995,test 1
410,31,pigeonpeas,68.75810535,33.0,58.0,24.0,108.6333046,5.5,5.269504214,35.45790488,test 1
411,32,pigeonpeas,40.03262418,16.0,56.0,17.0,176.6165894,6.5,7.445444883,33.80020039,test 1
412,33,pigeonpeas,49.47225353,31.0,72.0,17.0,96.36222901,4.0,5.833031708,28.69180475,test 1
413,36,pigeonpeas,56.67369054,16.0,80.0,20.0,122.0146733,6.0,7.339320929,31.24021696,test 1
414,39,pigeonpeas,57.23265151,27.0,72.0,17.0,120.7435664,5.0,6.347929353,28.98039357,test 1
415,7,pigeonpeas,34.13737127,40.0,62.0,19.0,96.51524028,5.5,4.697750704,27.32198928,test 1
416,6,pigeonpeas,38.80023714,18.0,58.0,16.0,180.382234,5.5,4.962661422,21.47607807,test 1
417,44,pigeonpeas,34.69776639,3.0,68.0,16.0,107.4721605,5.5,4.964887857,18.31910448,test 1
418,42,pigeonpeas,37.73992903,26.0,67.0,24.0,161.4812963,5.5,5.642813116,36.97794384,test 1
419,43,pigeonpeas,40.1242747,16.0,70.0,20.0,121.5639121,5.5,5.6093956,24.80467592,test 1
420,44,pigeonpeas,55.96805489,24.0,63.0,19.0,194.5921148,5.5,4.681576043,19.3479443,test 1
421,42,pigeonpeas,50.12323801,9.0,76.0,25.0,179.2155874,5.5,5.70951224,28.88302142,test 1
422,33,pigeonpeas,47.19188279,16.0,55.0,19.0,192.4372194,5.5,6.413543781,19.54314136,test 1
423,32,pigeonpeas,50.54621094,28.0,75.0,21.0,114.2821387,5.5,6.007508163,24.7741949,test 1
424,35,pigeonpeas,38.40975482,16.0,71.0,24.0,139.6483317,5.5,4.946369874,18.33124824,test 1
425,31,pigeonpeas,45.3733757,24.0,70.0,21.0,132.7748215,5.0,5.517208078,19.14729038,test 1
426,30,pigeonpeas,49.4421345,38.0,72.0,21.0,186.5008581,5.5,5.902103172,28.23416057,test 1
427,25,pigeonpeas,34.13307843,9.0,66.0,21.0,157.0858232,5.5,5.719889876,30.11812084,test 1
428,27,pigeonpeas,35.42910045,34.0,56.0,17.0,139.6702541,6.5,4.548202098,33.4126864,test 1
429,28,pigeonpeas,46.68746847,1.0,76.0,19.0,177.3377996,5.0,6.669529416,24.18553163,test 1
430,31,pigeonpeas,41.69617915,6.0,69.0,19.0,94.46748008,4.0,4.750929218,26.88630675,test 1
431,32,pigeonpeas,57.97429171,26.0,73.0,21.0,161.7820226,5.5,4.946263888,31.33170829,test 1
432,33,pigeonpeas,67.07780816,27.0,61.0,18.0,108.5090168,5.5,5.266227032,33.30711818,test 1
433,36,pigeonpeas,46.48714759,27.0,71.0,23.0,150.8712202,6.5,7.10959773,23.45379018,test 1
434,39,pigeonpeas,39.04468913,36.0,61.0,21.0,168.5948318,4.0,5.617008201,34.53823889,test 1
435,7,pigeonpeas,34.51086611,17.0,73.0,18.0,197.3752649,6.0,5.632353113,19.50112224,test 1
436,6,pigeonpeas,37.57792132,26.0,72.0,22.0,91.72084869,5.0,4.674941549,28.76794904,test 1
437,44,pigeonpeas,32.24914235,17.0,64.0,16.0,180.716828,5.5,7.161797643,30.97758716,test 1
438,42,pigeonpeas,36.82639309,14.0,74.0,19.0,93.12330644,5.5,6.624966131,18.39759147,test 1
439,43,pigeonpeas,30.98685456,39.0,60.0,15.0,116.9106908,5.5,5.004074624,35.09357419,test 1
440,44,pigeonpeas,30.40046769,6.0,66.0,15.0,159.2649827,5.5,6.345806011,34.93174223,test 1
441,42,pigeonpeas,35.72032498,8.0,59.0,18.0,187.8961851,5.5,6.216814453,29.50523036,test 1
442,33,pigeonpeas,47.52980027,2.0,67.0,18.0,129.0064612,5.5,5.921666758,34.51934775,test 1
443,32,pigeonpeas,52.10010827,1.0,76.0,17.0,147.0414824,5.5,6.012719118,28.43430726,test 1
444,35,pigeonpeas,34.80541039,16.0,73.0,19.0,163.2747473,5.5,4.684079249,18.41645629,test 1
445,31,pigeonpeas,47.19847683,23.0,75.0,25.0,91.31256412,5.5,7.077170002,31.07508973,test 1
446,30,pigeonpeas,46.24856523,32.0,70.0,20.0,195.5697875,5.5,6.208843215,20.89342749,test 1
447,25,pigeonpeas,52.79913039,28.0,59.0,22.0,170.9919828,5.0,7.05181629,30.90607799,test 1
448,27,pigeonpeas,66.45457122,5.0,62.0,23.0,145.3728801,5.5,4.722222454,27.9348279,test 1
449,28,pigeonpeas,36.52780776,36.0,67.0,25.0,136.0456753,5.5,6.418062652,35.95176642,test 1
450,31,pigeonpeas,56.92831399,1.0,66.0,23.0,173.1686574,6.5,4.803564468,19.54317155,test 1
451,32,pigeonpeas,32.31528909,24.0,73.0,20.0,176.4134092,5.0,4.608695247,19.63736208,test 1
452,33,pigeonpeas,56.46868874,17.0,67.0,18.0,129.2028653,4.0,5.611510977,31.2192752,test 1
453,36,pigeonpeas,45.70976142,5.0,55.0,18.0,126.6738117,5.5,7.322097972,33.50876355,test 1
454,39,pigeonpeas,45.01110015,5.0,56.0,24.0,188.4928637,5.5,5.023115055,24.80710166,test 1
455,7,pigeonpeas,31.94550613,37.0,77.0,17.0,191.0658531,6.5,5.617122801,36.20970524,test 1
456,6,pigeonpeas,35.48885969,13.0,73.0,20.0,162.5927723,4.0,5.391560418,30.50420876,test 1
457,44,pigeonpeas,49.94704718,6.0,63.0,23.0,160.3337447,6.0,5.906596905,26.01630259,test 1
458,42,pigeonpeas,35.6395615,16.0,77.0,22.0,100.546816,5.0,6.574209678,31.48469278,test 1
459,43,pigeonpeas,32.45974539,25.0,64.0,20.0,105.0380275,5.5,4.807776749,33.15122581,test 1
460,44,pigeonpeas,51.29019509,34.0,75.0,24.0,192.3023991,5.5,4.760038039,23.50222822,test 1
461,42,pigeonpeas,38.83786012,20.0,77.0,23.0,148.2502786,5.5,5.180271502,34.87248659,test 1
462,33,pigeonpeas,44.93322042,35.0,80.0,25.0,197.1144011,5.5,4.895927306,28.09269012,test 1
463,32,pigeonpeas,57.3414485,14.0,75.0,24.0,118.3606557,5.5,6.436160044,24.54757829,test 1
464,35,pigeonpeas,48.41490082,36.0,80.0,21.0,100.4673278,5.5,7.066087261,33.64769646,test 1
465,31,pigeonpeas,60.54880693,7.0,77.0,18.0,191.0895109,5.5,6.655918078,20.5591255,test 1
466,30,pigeonpeas,59.33157782,29.0,78.0,25.0,195.787103,5.5,5.982854523,19.95991719,test 1
467,25,pigeonpeas,62.4901206,30.0,60.0,21.0,182.2688175,5.5,5.457871273,28.87667593,test 1
468,27,pigeonpeas,43.61444121,20.0,74.0,16.0,159.8938645,5.5,4.759490199,36.04353699,test 1
469,28,pigeonpeas,47.2879691,19.0,57.0,23.0,141.1250722,5.0,7.342409555,23.6734328,test 1
470,31,pigeonpeas,40.7192594,3.0,60.0,19.0,100.7791633,5.5,4.820788186,25.74679443,test 1
471,32,pigeonpeas,66.68832981,5.0,77.0,19.0,175.9303271,5.5,6.242052013,31.08564994,test 1
472,33,pigeonpeas,61.33186249,5.0,68.0,20.0,139.8710041,6.5,5.001038726,18.72987676,test 1
473,36,pigeonpeas,63.46513414,37.0,73.0,21.0,189.5208915,5.0,5.560224583,29.50304807,test 1
474,39,pigeonpeas,39.37252634,9.0,59.0,24.0,137.2279662,4.0,4.747352458,20.43517772,test 1
475,7,pigeonpeas,56.01334416,20.0,72.0,15.0,134.8596466,5.5,7.313517308,36.00415838,test 1
476,6,pigeonpeas,35.39454002,31.0,56.0,23.0,174.5723999,5.5,5.661826398,31.46846241,test 1
477,44,pigeonpeas,56.03021253,0.0,70.0,21.0,101.6073988,6.5,4.672437054,36.30049702,test 1
478,42,pigeonpeas,67.10604388,21.0,74.0,15.0,153.2504506,4.0,6.471862118,29.49096726,test 1
479,43,pigeonpeas,34.75591197,13.0,67.0,18.0,177.5764304,6.0,5.384762927,30.5753044,test 1
480,44,pigeonpeas,59.96669215,27.0,74.0,20.0,91.95792434,5.0,5.859813416,24.69487673,test 1
481,42,pigeonpeas,36.67847052,29.0,72.0,24.0,162.5931264,5.5,6.962386495,23.17409556,test 1
482,33,pigeonpeas,33.10695144,5.0,68.0,20.0,155.3705624,5.5,6.12166671,19.04380471,test 1
483,32,pigeonpeas,45.93248374,39.0,57.0,19.0,165.4113371,5.5,6.421748487,29.32379604,test 1
484,35,pigeonpeas,54.32342534,22.0,62.0,16.0,180.9009998,5.5,4.828936119,34.6455408,test 1
485,31,pigeonpeas,56.31006755,18.0,55.0,23.0,136.8274312,5.5,6.98571967,21.9989826,test 1
486,30,pigeonpeas,60.24218572,39.0,77.0,21.0,159.689339,5.5,4.603563116,22.99774444,test 1
487,25,pigeonpeas,35.29006485,13.0,75.0,20.0,178.8998611,5.5,6.979540061,30.55992394,test 1
488,27,pigeonpeas,48.17631461,27.0,71.0,24.0,165.405354,5.5,7.064973419,31.46417866,test 1
489,28,pigeonpeas,40.58227261,26.0,64.0,22.0,109.1821183,5.5,5.16516459,25.95058595,test 1
490,31,pigeonpeas,69.69141302,23.0,55.0,16.0,185.2039114,5.5,5.111488821,21.01142393,test 1
491,32,pigeonpeas,47.70351758,4.0,69.0,19.0,149.063196,5.0,5.374358869,19.25100056,test 1
492,33,pigeonpeas,50.54495302,20.0,67.0,19.0,180.6465282,5.5,5.671419084,19.24462755,test 1
493,36,pigeonpeas,62.56532471,7.0,74.0,17.0,96.74706956,5.5,5.667419697,22.47253208,test 1
494,39,pigeonpeas,58.25799145,17.0,64.0,18.0,124.6028153,6.5,6.07938452,36.75087487,test 1
495,7,pigeonpeas,66.35375127,35.0,71.0,17.0,198.1403003,5.0,6.931924963,29.89286629,test 1
496,6,pigeonpeas,44.82294584,11.0,72.0,22.0,172.40168,4.0,6.842744374,29.37735586,test 1
497,44,pigeonpeas,42.89833235,20.0,60.0,22.0,186.9226052,5.5,6.876572503,29.65052947,test 1
498,42,pigeonpeas,66.34777265,10.0,71.0,18.0,173.1106982,5.5,6.151029296,19.54284889,test 1
499,43,pigeonpeas,48.93905624,33.0,61.0,24.0,122.4564203,6.5,4.567446499,20.04611791,test 1
500,44,mothbeans,64.70930606,3.0,49.0,18.0,32.67891866,4.0,3.692863601,27.91095209,test 1
501,42,mothbeans,51.27868781,22.0,59.0,23.0,36.5037914,6.0,4.371745575,27.32220619,test 1
502,33,mothbeans,59.3189118,36.0,58.0,25.0,36.92629678,5.0,8.399135958,28.66024187,test 1
503,32,mothbeans,61.09387478,4.0,43.0,18.0,72.98016599,5.5,8.840656256,29.02955344,test 1
504,35,mothbeans,54.65030015,29.0,54.0,16.0,32.05025323,5.5,8.153022903,27.78031515,test 1
505,31,mothbeans,54.1077461,32.0,43.0,22.0,71.6266696,5.5,5.270749441,31.99928579,test 1
